,hits@1,hits@3,hits@10,hits@50,hits@100
/location/location/partially_contains_inv,0.07692307692307693,0.46153846153846156,0.7692307692307693,1.0,1.0
/location/location/time_zones,0.9197080291970803,0.9854014598540146,1.0,1.0,1.0
/location/location/time_zones_inv,0.0948905109489051,0.1386861313868613,0.3722627737226277,0.7445255474452555,0.8686131386861314
/location/statistical_region/gdp_nominal./measurement_unit/dated_money_value/currency,1.0,1.0,1.0,1.0,1.0
/location/statistical_region/gdp_nominal./measurement_unit/dated_money_value/currency_inv,1.0,1.0,1.0,1.0,1.0
/location/statistical_region/gdp_nominal_per_capita./measurement_unit/dated_money_value/currency,1.0,1.0,1.0,1.0,1.0
/location/statistical_region/gdp_nominal_per_capita./measurement_unit/dated_money_value/currency_inv,0.0,0.3333333333333333,1.0,1.0,1.0
/location/statistical_region/places_exported_to./location/imports_and_exports/exported_to,0.07692307692307693,0.15384615384615385,0.6923076923076923,0.8461538461538461,1.0
/location/statistical_region/places_exported_to./location/imports_and_exports/exported_to_inv,0.15384615384615385,0.23076923076923078,0.6153846153846154,0.8461538461538461,0.9230769230769231
/location/statistical_region/religions./location/religion_percentage/religion,0.7,0.8,0.9333333333333333,1.0,1.0
/location/statistical_region/religions./location/religion_percentage/religion_inv,0.3,0.5666666666666667,0.7166666666666667,0.9333333333333333,0.9666666666666667
/location/statistical_region/rent50_2./measurement_unit/dated_money_value/currency,1.0,1.0,1.0,1.0,1.0
/location/statistical_region/rent50_2./measurement_unit/dated_money_value/currency_inv,0.0,0.021739130434782608,0.717391304347826,0.8913043478260869,0.9782608695652174
/location/us_county/county_seat,0.0,1.0,1.0,1.0,1.0
/location/us_county/county_seat_inv,0.5,0.5,0.5,1.0,1.0
/media_common/netflix_genre/titles,0.056451612903225805,0.13709677419354838,0.33064516129032256,0.6048387096774194,0.6854838709677419
/media_common/netflix_genre/titles_inv,0.6209677419354839,0.7903225806451613,0.9032258064516129,0.9838709677419355,0.9919354838709677
/medicine/disease/notable_people_with_this_condition,0.0,0.06666666666666667,0.06666666666666667,0.13333333333333333,0.26666666666666666
/medicine/disease/notable_people_with_this_condition_inv,0.4,0.5333333333333333,0.9333333333333333,0.9333333333333333,1.0
/medicine/disease/risk_factors,0.07692307692307693,0.38461538461538464,0.6153846153846154,0.9230769230769231,1.0
/medicine/disease/risk_factors_inv,0.07692307692307693,0.15384615384615385,0.38461538461538464,1.0,1.0
/medicine/symptom/symptom_of,0.0,0.12903225806451613,0.45161290322580644,1.0,1.0
/medicine/symptom/symptom_of_inv,0.25806451612903225,0.6774193548387096,0.967741935483871,1.0,1.0
/military/military_combatant/military_conflicts./military/military_combatant_group/combatants,0.5882352941176471,0.8823529411764706,0.9411764705882353,1.0,1.0
/military/military_combatant/military_conflicts./military/military_combatant_group/combatants_inv,0.7647058823529411,0.9411764705882353,1.0,1.0,1.0
/military/military_conflict/combatants./military/military_combatant_group/combatants,0.20588235294117646,0.4411764705882353,0.7058823529411765,0.8235294117647058,0.9411764705882353
/military/military_conflict/combatants./military/military_combatant_group/combatants_inv,0.4117647058823529,0.6176470588235294,0.8235294117647058,0.9705882352941176,1.0
/music/artist/contribution./music/recording_contribution/performance_role,0.2857142857142857,0.42857142857142855,0.9285714285714286,1.0,1.0
/music/artist/contribution./music/recording_contribution/performance_role_inv,0.14285714285714285,0.2857142857142857,0.35714285714285715,0.5714285714285714,0.5714285714285714
/music/artist/origin,0.17647058823529413,0.38235294117647056,0.5,0.7058823529411765,0.7352941176470589
/music/artist/origin_inv,0.029411764705882353,0.029411764705882353,0.058823529411764705,0.3235294117647059,0.47058823529411764
/music/artist/track_contributions./music/track_contribution/role,0.25,0.4407894736842105,0.6973684210526315,0.9144736842105263,1.0
/music/artist/track_contributions./music/track_contribution/role_inv,0.08552631578947369,0.14473684210526316,0.3026315789473684,0.5921052631578947,0.75
/music/genre/artists,0.10692771084337349,0.18825301204819278,0.34789156626506024,0.6325301204819277,0.7740963855421686
/music/genre/artists_inv,0.338855421686747,0.536144578313253,0.7123493975903614,0.9246987951807228,0.9789156626506024
/music/genre/parent_genre,0.24742268041237114,0.44329896907216493,0.7216494845360825,0.9072164948453608,0.9690721649484536
/music/genre/parent_genre_inv,0.09278350515463918,0.2268041237113402,0.4948453608247423,0.8144329896907216,0.8969072164948454
/music/group_member/membership./music/group_membership/group,0.6818181818181818,0.7727272727272727,0.8181818181818182,0.9545454545454546,1.0
/music/group_member/membership./music/group_membership/group_inv,0.5454545454545454,0.6363636363636364,0.6818181818181818,0.8181818181818182,0.9090909090909091
/music/group_member/membership./music/group_membership/role,0.27586206896551724,0.5172413793103449,0.896551724137931,1.0,1.0
/music/group_member/membership./music/group_membership/role_inv,0.10344827586206896,0.20689655172413793,0.41379310344827586,0.6551724137931034,0.6896551724137931
/music/instrument/family,0.0,0.3333333333333333,0.8333333333333334,1.0,1.0
/music/instrument/family_inv,0.16666666666666666,0.16666666666666666,0.6666666666666666,1.0,1.0
/music/instrument/instrumentalists,0.0915032679738562,0.1568627450980392,0.23529411764705882,0.5098039215686274,0.6405228758169934
/music/instrument/instrumentalists_inv,0.39215686274509803,0.5751633986928104,0.8169934640522876,0.9673202614379085,0.9934640522875817
/music/performance_role/guest_performances./music/recording_contribution/performance_role,0.0,0.5,1.0,1.0,1.0
/music/performance_role/guest_performances./music/recording_contribution/performance_role_inv,0.0,1.0,1.0,1.0,1.0
/music/performance_role/regular_performances./music/group_membership/group,0.1437125748502994,0.31736526946107785,0.5029940119760479,0.8922155688622755,0.9640718562874252
/music/performance_role/regular_performances./music/group_membership/group_inv,0.47904191616766467,0.7065868263473054,0.8682634730538922,0.9700598802395209,1.0
/music/performance_role/regular_performances./music/group_membership/role,0.35,0.55,0.825,0.975,1.0
/music/performance_role/regular_performances./music/group_membership/role_inv,0.35,0.6,0.8,0.975,0.975
/music/performance_role/track_performances./music/track_contribution/role,0.41509433962264153,0.6037735849056604,0.8301886792452831,1.0,1.0
/music/performance_role/track_performances./music/track_contribution/role_inv,0.2830188679245283,0.6415094339622641,0.8490566037735849,0.9622641509433962,1.0
/music/record_label/artist,0.04887218045112782,0.09774436090225563,0.15037593984962405,0.2932330827067669,0.45864661654135336
/music/record_label/artist_inv,0.13157894736842105,0.2857142857142857,0.575187969924812,0.8872180451127819,0.9511278195488722
/olympics/olympic_games/medals_awarded./olympics/olympic_medal_honor/medal,1.0,1.0,1.0,1.0,1.0
/olympics/olympic_games/medals_awarded./olympics/olympic_medal_honor/medal_inv,1.0,1.0,1.0,1.0,1.0
/olympics/olympic_games/participating_countries,0.17391304347826086,0.30434782608695654,0.4782608695652174,0.8695652173913043,0.9130434782608695
/olympics/olympic_games/participating_countries_inv,0.4782608695652174,0.9565217391304348,1.0,1.0,1.0
/olympics/olympic_games/sports,0.8461538461538461,1.0,1.0,1.0,1.0
/olympics/olympic_games/sports_inv,0.8461538461538461,1.0,1.0,1.0,1.0
/olympics/olympic_participating_country/athletes./olympics/olympic_athlete_affiliation/olympics,0.6774193548387096,0.7741935483870968,0.9354838709677419,1.0,1.0
/olympics/olympic_participating_country/athletes./olympics/olympic_athlete_affiliation/olympics_inv,0.5161290322580645,0.6129032258064516,0.7419354838709677,0.967741935483871,1.0
/olympics/olympic_participating_country/medals_won./olympics/olympic_medal_honor/medal,0.8421052631578947,1.0,1.0,1.0,1.0
/olympics/olympic_participating_country/medals_won./olympics/olympic_medal_honor/medal_inv,0.47368421052631576,0.6842105263157895,0.868421052631579,1.0,1.0
/olympics/olympic_participating_country/medals_won./olympics/olympic_medal_honor/olympics,0.3968253968253968,0.6825396825396826,0.9523809523809523,1.0,1.0
/olympics/olympic_participating_country/medals_won./olympics/olympic_medal_honor/olympics_inv,0.2857142857142857,0.42857142857142855,0.7619047619047619,0.9682539682539683,1.0
/olympics/olympic_sport/athletes./olympics/olympic_athlete_affiliation/country,0.2131782945736434,0.35271317829457366,0.5813953488372093,0.9224806201550387,0.9961240310077519
/olympics/olympic_sport/athletes./olympics/olympic_athlete_affiliation/country_inv,0.36046511627906974,0.5813953488372093,0.8914728682170543,1.0,1.0
/olympics/olympic_sport/athletes./olympics/olympic_athlete_affiliation/olympics,1.0,1.0,1.0,1.0,1.0
/olympics/olympic_sport/athletes./olympics/olympic_athlete_affiliation/olympics_inv,0.875,0.875,1.0,1.0,1.0
/organization/endowed_organization/endowment./measurement_unit/dated_money_value/currency,0.6666666666666666,1.0,1.0,1.0,1.0
/organization/endowed_organization/endowment./measurement_unit/dated_money_value/currency_inv,0.0,0.0,0.6666666666666666,1.0,1.0
/organization/non_profit_organization/registered_with./organization/non_profit_registration/registering_agency,1.0,1.0,1.0,1.0,1.0
/organization/non_profit_organization/registered_with./organization/non_profit_registration/registering_agency_inv,0.7727272727272727,0.7727272727272727,0.9545454545454546,0.9545454545454546,0.9545454545454546
/organization/organization/child./organization/organization_relationship/child,0.05,0.25,0.5,0.8,0.8
/organization/organization/child./organization/organization_relationship/child_inv,0.25,0.3,0.5,0.7,0.75
/organization/organization/headquarters./location/mailing_address/citytown,0.38181818181818183,0.509090909090909,0.6363636363636364,0.8363636363636363,0.8727272727272727
/organization/organization/headquarters./location/mailing_address/citytown_inv,0.2,0.2909090909090909,0.36363636363636365,0.6363636363636364,0.7636363636363637
/organization/organization/headquarters./location/mailing_address/country,0.8571428571428571,0.8571428571428571,0.8571428571428571,1.0,1.0
/organization/organization/headquarters./location/mailing_address/country_inv,0.14285714285714285,0.2857142857142857,0.42857142857142855,0.42857142857142855,0.42857142857142855
/organization/organization/headquarters./location/mailing_address/state_province_region,0.6923076923076923,0.7948717948717948,0.8717948717948718,0.9743589743589743,1.0
/organization/organization/headquarters./location/mailing_address/state_province_region_inv,0.3333333333333333,0.46153846153846156,0.5641025641025641,0.7692307692307693,0.8974358974358975
/organization/organization/place_founded,0.1875,0.1875,0.375,0.6875,0.875
/organization/organization/place_founded_inv,0.1875,0.1875,0.3125,0.4375,0.4375
/organization/organization_founder/organizations_founded,0.2222222222222222,0.3333333333333333,0.4444444444444444,0.4444444444444444,0.4444444444444444
/organization/organization_founder/organizations_founded_inv,0.2222222222222222,0.3333333333333333,0.4444444444444444,0.7777777777777778,0.7777777777777778
/organization/organization_member/member_of./organization/organization_membership/organization,0.8645833333333334,0.9479166666666666,1.0,1.0,1.0
/organization/organization_member/member_of./organization/organization_membership/organization_inv,0.2708333333333333,0.5104166666666666,0.7916666666666666,0.9375,0.9375
/organization/role/leaders./organization/leadership/organization,0.05714285714285714,0.35714285714285715,0.5857142857142857,0.8428571428571429,0.8571428571428571
/organization/role/leaders./organization/leadership/organization_inv,0.8285714285714286,0.9571428571428572,1.0,1.0,1.0
/people/cause_of_death/people,0.010638297872340425,0.010638297872340425,0.010638297872340425,0.10638297872340426,0.19148936170212766
/people/cause_of_death/people_inv,0.11702127659574468,0.2978723404255319,0.5212765957446809,0.9148936170212766,0.9787234042553191
/people/deceased_person/place_of_burial,0.1111111111111111,0.5555555555555556,1.0,1.0,1.0
/people/deceased_person/place_of_burial_inv,0.0,0.0,0.0,0.0,0.1111111111111111
/people/deceased_person/place_of_death,0.24358974358974358,0.47435897435897434,0.6025641025641025,0.7692307692307693,0.8205128205128205
/people/deceased_person/place_of_death_inv,0.02564102564102564,0.11538461538461539,0.1794871794871795,0.3333333333333333,0.4230769230769231
/people/ethnicity/geographic_distribution,0.4117647058823529,0.5294117647058824,0.7058823529411765,0.8235294117647058,0.8823529411764706
/people/ethnicity/geographic_distribution_inv,0.47058823529411764,0.7058823529411765,0.7647058823529411,0.8823529411764706,1.0
/people/ethnicity/languages_spoken,0.27586206896551724,0.6206896551724138,0.7586206896551724,0.9655172413793104,1.0
/people/ethnicity/languages_spoken_inv,0.27586206896551724,0.4827586206896552,0.8275862068965517,0.9655172413793104,1.0
/people/ethnicity/people,0.02390438247011952,0.06772908366533864,0.1553784860557769,0.32270916334661354,0.4541832669322709
/people/ethnicity/people_inv,0.43824701195219123,0.6533864541832669,0.8764940239043825,0.9960159362549801,0.9960159362549801
/people/marriage_union_type/unions_of_this_type./people/marriage/location_of_ceremony,0.09433962264150944,0.18867924528301888,0.24528301886792453,0.33962264150943394,0.39622641509433965
/people/marriage_union_type/unions_of_this_type./people/marriage/location_of_ceremony_inv,1.0,1.0,1.0,1.0,1.0
/people/person/employment_history./business/employment_tenure/company,0.125,0.125,0.3333333333333333,0.7083333333333334,0.75
/people/person/employment_history./business/employment_tenure/company_inv,0.08333333333333333,0.125,0.2916666666666667,0.5833333333333334,0.6666666666666666
/people/person/gender,0.8440366972477065,1.0,1.0,1.0,1.0
/people/person/gender_inv,0.06422018348623854,0.10550458715596331,0.2706422018348624,0.7912844036697247,0.8922018348623854
/people/person/languages,0.6938775510204082,0.8571428571428571,0.9897959183673469,1.0,1.0
/people/person/languages_inv,0.05102040816326531,0.09183673469387756,0.17346938775510204,0.32653061224489793,0.4387755102040816
/people/person/nationality,0.8218623481781376,0.9412955465587044,0.9736842105263158,0.9898785425101214,0.9959514170040485
/people/person/nationality_inv,0.16396761133603238,0.23076923076923078,0.4352226720647773,0.6902834008097166,0.7834008097165992
/people/person/place_of_birth,0.2,0.3235294117647059,0.45294117647058824,0.6882352941176471,0.7647058823529411
/people/person/place_of_birth_inv,0.058823529411764705,0.12352941176470589,0.18235294117647058,0.3764705882352941,0.47058823529411764
/people/person/places_lived./people/place_lived/location,0.18688524590163935,0.3180327868852459,0.4885245901639344,0.639344262295082,0.7442622950819672
/people/person/places_lived./people/place_lived/location_inv,0.013114754098360656,0.06885245901639345,0.12131147540983607,0.25573770491803277,0.3344262295081967
/people/person/profession,0.5369946605644547,0.7581998474446987,0.9191456903127384,0.9900839054157132,0.9992372234935164
/people/person/profession_inv,0.057208237986270026,0.14263920671243327,0.2761250953470633,0.47063310450038137,0.5682684973302822
/people/person/religion,0.47244094488188976,0.7007874015748031,0.889763779527559,1.0,1.0
/people/person/religion_inv,0.015748031496062992,0.031496062992125984,0.07874015748031496,0.25196850393700787,0.3464566929133858
/people/person/sibling_s./people/sibling_relationship/sibling,0.5714285714285714,0.5714285714285714,0.7142857142857143,0.7142857142857143,0.7142857142857143
/people/person/sibling_s./people/sibling_relationship/sibling_inv,0.5714285714285714,0.5714285714285714,0.7142857142857143,0.8571428571428571,1.0
/people/person/spouse_s./people/marriage/location_of_ceremony,0.2857142857142857,0.37142857142857144,0.45714285714285713,0.6571428571428571,0.7142857142857143
/people/person/spouse_s./people/marriage/location_of_ceremony_inv,0.14285714285714285,0.2,0.2,0.34285714285714286,0.34285714285714286
/people/person/spouse_s./people/marriage/spouse,0.0,0.0,0.0,0.25,0.5
/people/person/spouse_s./people/marriage/spouse_inv,0.0,0.0,0.0,0.25,0.75
/people/person/spouse_s./people/marriage/type_of_union,0.9421965317919075,1.0,1.0,1.0,1.0
/people/person/spouse_s./people/marriage/type_of_union_inv,0.02601156069364162,0.031791907514450865,0.05491329479768786,0.15895953757225434,0.2658959537572254
/people/profession/specialization_of,0.15384615384615385,0.46153846153846156,0.6923076923076923,1.0,1.0
/people/profession/specialization_of_inv,0.0,0.15384615384615385,0.23076923076923078,0.3076923076923077,0.6153846153846154
/soccer/football_player/current_team./sports/sports_team_roster/team,0.0,0.1111111111111111,0.1111111111111111,0.4444444444444444,0.5555555555555556
/soccer/football_player/current_team./sports/sports_team_roster/team_inv,0.0,0.1111111111111111,0.1111111111111111,1.0,1.0
/soccer/football_team/current_roster./soccer/football_roster_position/position,1.0,1.0,1.0,1.0,1.0
/soccer/football_team/current_roster./soccer/football_roster_position/position_inv,0.3,0.4,0.6,0.8,1.0
/soccer/football_team/current_roster./sports/sports_team_roster/position,1.0,1.0,1.0,1.0,1.0
/soccer/football_team/current_roster./sports/sports_team_roster/position_inv,0.16666666666666666,0.5833333333333334,0.75,1.0,1.0
/sports/pro_athlete/teams./sports/sports_team_roster/team,0.0,0.125,0.25,0.75,0.875
/sports/pro_athlete/teams./sports/sports_team_roster/team_inv,0.125,0.5,0.625,0.9375,1.0
/sports/professional_sports_team/draft_picks./sports/sports_league_draft_pick/draft,0.6046511627906976,0.9534883720930233,1.0,1.0,1.0
/sports/professional_sports_team/draft_picks./sports/sports_league_draft_pick/draft_inv,0.2558139534883721,0.5116279069767442,1.0,1.0,1.0
/sports/professional_sports_team/draft_picks./sports/sports_league_draft_pick/school,0.011627906976744186,0.05813953488372093,0.2441860465116279,0.7209302325581395,0.8604651162790697
/sports/professional_sports_team/draft_picks./sports/sports_league_draft_pick/school_inv,0.20930232558139536,0.2558139534883721,0.4069767441860465,0.8604651162790697,1.0
/sports/sport/pro_athletes./sports/pro_sports_played/athlete,0.6470588235294118,0.6470588235294118,0.6470588235294118,0.7058823529411765,0.7647058823529411
/sports/sport/pro_athletes./sports/pro_sports_played/athlete_inv,0.8235294117647058,0.9411764705882353,0.9411764705882353,0.9411764705882353,0.9411764705882353
/sports/sports_league/teams./sports/sports_league_participation/team,0.3125,0.4375,0.5625,0.875,0.9375
/sports/sports_league/teams./sports/sports_league_participation/team_inv,0.625,0.9375,1.0,1.0,1.0
/sports/sports_league_draft/picks./sports/sports_league_draft_pick/school,0.023809523809523808,0.16666666666666666,0.3333333333333333,0.8571428571428571,0.9761904761904762
/sports/sports_league_draft/picks./sports/sports_league_draft_pick/school_inv,0.11904761904761904,0.5238095238095238,0.8809523809523809,1.0,1.0
/sports/sports_position/players./sports/sports_team_roster/team,0.22727272727272727,0.5454545454545454,0.7272727272727273,0.9090909090909091,0.9545454545454546
/sports/sports_position/players./sports/sports_team_roster/team_inv,0.5909090909090909,0.8181818181818182,1.0,1.0,1.0
/sports/sports_team/colors,0.33766233766233766,0.7532467532467533,0.961038961038961,1.0,1.0
/sports/sports_team/colors_inv,0.0,0.012987012987012988,0.05194805194805195,0.33766233766233766,0.6363636363636364
/sports/sports_team/roster./american_football/football_historical_roster_position/position_s,0.0,0.0,1.0,1.0,1.0
/sports/sports_team/roster./american_football/football_historical_roster_position/position_s_inv,0.0,0.0,0.0,1.0,1.0
/sports/sports_team/roster./american_football/football_roster_position/position,0.6666666666666666,0.6666666666666666,1.0,1.0,1.0
/sports/sports_team/roster./american_football/football_roster_position/position_inv,0.3333333333333333,0.3333333333333333,0.6666666666666666,1.0,1.0
/sports/sports_team/roster./baseball/baseball_roster_position/position,1.0,1.0,1.0,1.0,1.0
/sports/sports_team/roster./baseball/baseball_roster_position/position_inv,1.0,1.0,1.0,1.0,1.0
/sports/sports_team/roster./basketball/basketball_roster_position/position,1.0,1.0,1.0,1.0,1.0
/sports/sports_team/roster./basketball/basketball_roster_position/position_inv,0.0,0.5,0.5,1.0,1.0
/sports/sports_team/sport,0.9811320754716981,0.9811320754716981,0.9811320754716981,0.9811320754716981,1.0
/sports/sports_team/sport_inv,0.660377358490566,0.660377358490566,0.8867924528301887,0.9245283018867925,0.9433962264150944
/sports/sports_team_location/teams,0.07547169811320754,0.16981132075471697,0.3584905660377358,0.6792452830188679,0.7735849056603774
/sports/sports_team_location/teams_inv,0.018867924528301886,0.07547169811320754,0.16981132075471697,0.49056603773584906,0.660377358490566
/time/event/instance_of_recurring_event,0.8181818181818182,0.8181818181818182,0.8181818181818182,0.8181818181818182,0.8181818181818182
/time/event/instance_of_recurring_event_inv,0.8181818181818182,0.8181818181818182,0.8181818181818182,0.8181818181818182,0.8181818181818182
/time/event/locations,0.17647058823529413,0.29411764705882354,0.5,0.7647058823529411,0.9117647058823529
/time/event/locations_inv,0.08823529411764706,0.29411764705882354,0.5882352941176471,0.9705882352941176,0.9705882352941176
/travel/travel_destination/climate./travel/travel_destination_monthly_climate/month,1.0,1.0,1.0,1.0,1.0
/travel/travel_destination/climate./travel/travel_destination_monthly_climate/month_inv,0.95,1.0,1.0,1.0,1.0
/travel/travel_destination/how_to_get_here./travel/transportation/mode_of_transportation,1.0,1.0,1.0,1.0,1.0
/travel/travel_destination/how_to_get_here./travel/transportation/mode_of_transportation_inv,0.15,0.85,1.0,1.0,1.0
/tv/non_character_role/tv_regular_personal_appearances./tv/tv_regular_personal_appearance/person,0.2857142857142857,0.2857142857142857,0.5714285714285714,0.5714285714285714,0.5714285714285714
/tv/non_character_role/tv_regular_personal_appearances./tv/tv_regular_personal_appearance/person_inv,0.7142857142857143,1.0,1.0,1.0,1.0
/tv/tv_network/programs./tv/tv_network_duration/program,0.11538461538461539,0.3076923076923077,0.34615384615384615,0.7307692307692307,0.9230769230769231
/tv/tv_network/programs./tv/tv_network_duration/program_inv,0.23076923076923078,0.46153846153846156,0.7307692307692307,0.9615384615384616,0.9615384615384616
/tv/tv_personality/tv_regular_appearances./tv/tv_regular_personal_appearance/program,0.7272727272727273,0.7272727272727273,0.8181818181818182,0.8181818181818182,0.9090909090909091
/tv/tv_personality/tv_regular_appearances./tv/tv_regular_personal_appearance/program_inv,0.09090909090909091,0.09090909090909091,0.36363636363636365,0.8181818181818182,0.9090909090909091
/tv/tv_producer/programs_produced./tv/tv_producer_term/producer_type,1.0,1.0,1.0,1.0,1.0
/tv/tv_producer/programs_produced./tv/tv_producer_term/producer_type_inv,0.0,0.045454545454545456,0.18181818181818182,0.45454545454545453,0.7272727272727273
/tv/tv_producer/programs_produced./tv/tv_producer_term/program,0.25,0.25,0.25,0.25,1.0
/tv/tv_producer/programs_produced./tv/tv_producer_term/program_inv,0.25,0.25,0.5,0.5,0.75
/tv/tv_program/country_of_origin,0.84375,1.0,1.0,1.0,1.0
/tv/tv_program/country_of_origin_inv,0.1875,0.40625,0.75,0.96875,1.0
/tv/tv_program/genre,0.4148936170212766,0.6595744680851063,0.8936170212765957,1.0,1.0
/tv/tv_program/genre_inv,0.30851063829787234,0.48936170212765956,0.6276595744680851,0.8617021276595744,0.9361702127659575
/tv/tv_program/languages,1.0,1.0,1.0,1.0,1.0
/tv/tv_program/languages_inv,0.75,0.9583333333333334,0.9583333333333334,1.0,1.0
/tv/tv_program/program_creator,0.0,0.0,0.0,0.0,0.0
/tv/tv_program/program_creator_inv,0.0,0.0,0.0,0.0,1.0
/tv/tv_program/regular_cast./tv/regular_tv_appearance/actor,0.0989010989010989,0.17582417582417584,0.25274725274725274,0.42857142857142855,0.4725274725274725
/tv/tv_program/regular_cast./tv/regular_tv_appearance/actor_inv,0.16483516483516483,0.26373626373626374,0.45054945054945056,0.7472527472527473,0.8681318681318682
/tv/tv_program/tv_producer./tv/tv_producer_term/producer_type,1.0,1.0,1.0,1.0,1.0
/tv/tv_program/tv_producer./tv/tv_producer_term/producer_type_inv,0.09090909090909091,0.09090909090909091,0.7272727272727273,0.8181818181818182,0.8181818181818182
/tv/tv_writer/tv_programs./tv/tv_program_writer_relationship/tv_program,0.3333333333333333,0.5555555555555556,0.6666666666666666,0.8888888888888888,1.0
/tv/tv_writer/tv_programs./tv/tv_program_writer_relationship/tv_program_inv,0.1111111111111111,0.2222222222222222,0.2222222222222222,0.5555555555555556,0.7777777777777778
/user/alexander/philosophy/philosopher/interests,0.3333333333333333,0.4444444444444444,1.0,1.0,1.0
/user/alexander/philosophy/philosopher/interests_inv,0.1111111111111111,0.1111111111111111,0.2222222222222222,1.0,1.0
/user/jg/default_domain/olympic_games/sports,0.8181818181818182,1.0,1.0,1.0,1.0
/user/jg/default_domain/olympic_games/sports_inv,0.8181818181818182,1.0,1.0,1.0,1.0
/user/ktrueman/default_domain/international_organization/member_states,0.041666666666666664,0.375,0.6666666666666666,1.0,1.0
/user/ktrueman/default_domain/international_organization/member_states_inv,1.0,1.0,1.0,1.0,1.0
/user/tsegaran/random/taxonomy_subject/entry./user/tsegaran/random/taxonomy_entry/taxonomy,1.0,1.0,1.0,1.0,1.0
/user/tsegaran/random/taxonomy_subject/entry./user/tsegaran/random/taxonomy_entry/taxonomy_inv,0.08,0.08,0.18,0.36,0.56
